"RANK";"NAME";"PTS";"TS";"CS";"BS";"GT";"K";"D";"KDR";"GA";"W";"L";"WLR";"SPM";"DS";"TDS";"CTF";"ZS";"MW";"MD";"MF";"MRK";"COL"
"27";"WeAreNotReal";"12926931548";"12926876014";"51980";"3691";"18941";"51969";"160";"324.80624";"0.4877475";"270";"10";"27.0";"4.0949048E7";"643";"2";"12926930903";"0";"41.067642";"1.9054241";"172.75934";"0";"0"
"28";"Cyberhawker";"12886180156";"7886078272";"5000101082";"972";"28795";"1705133645";"320";"5328543.0";"0.14631167";"24";"40";"0.6";"2.685087E7";"275457";"0";"12885904588";"7";"84.94028";"3.1916878";"292.00305";"104";"0"
"29";"YO_IM_TYRONE";"90301117679";"85301106499";"5000006802";"5903";"255180";"-1894959872";"100004345";"-18.948776";"0.20754212";"223";"242";"0.9214876";"2.1232334E7";"601";"87700826170";"2600290246";"254";"328.536";"39.021465";"4443.2275";"393";"15"
"30";"ReXCiTyMoDz-";"1600000460";"800000195";"800000036";"236";"5016";"44000034";"28";"1571429.8";"0.091307715";"3";"4";"0.75";"1.9138762E7";"0";"800000051";"800000409";"0";"8.536784";"0.35020956";"78.8747";"0";"0"
"31";"TheLegendaryCatz";"55834876603";"56834383243";"-999510317";"4035";"179557";"-999998757";"1000000650";"-0.99999815";"0.17014481";"160";"131";"1.221374";"1.8657544E7";"154";"-999999827";"5834600626";"0";"157.75496";"11.833763";"2343.973";"1";"51000275649"
"32";"GetGoodAsapNoob";"2000588718";"2000000975";"587648";"155";"7578";"680259";"51";"13338.412";"0.10811315";"5";"12";"0.41666666";"1.5839973E7";"0";"0";"2000588718";"0";"10.096149";"0.43231758";"201.80072";"0";"0"
"33";"MR-FERREAL";"602000020";"602000011";"11";"0";"2323";"4400010";"137639";"31.967756";"0.17793594";"6";"3";"2.0";"1.5548859E7";"602000018";"0";"2";"0";"5.722288";"0.6491407";"2.1771343";"0";"0"
"34";"Joshua1337x";"12922374652";"11894862425";"1027510963";"1439";"53076";"511871364";"3167439";"161.60417";"0.09645582";"50";"43";"1.1627907";"1.4608156E7";"410000213";"11359634415";"1152739999";"15";"115.60456";"21.451094";"865.26385";"10";"0"
"35";"Dangerous-300";"14000896222";"14000828996";"77022";"2360";"73829";"76992";"13348";"5.768055";"0.17964056";"267";"50";"5.34";"1.1378372E7";"14";"0";"14000895708";"460";"81.7753";"4.8302736";"327.3345";"0";"40"
"36";"OLAWDYLAWWWWWD";"1263333787";"850000217";"413333365";"218";"7891";"107333273";"35";"3066665.0";"0.07724699";"9";"7";"1.2857143";"9605884.0";"0";"863333492";"400000295";"0";"14.990956";"0.6134402";"117.27534";"0";"0"
"37";"lI-speedracer-lI";"95871127180";"95871110875";"8825";"8263";"664953";"243472337";"15493982";"15.713994";"0.16371572";"203";"401";"0.5062344";"8650638.0";"1000000555";"20";"40438538322";"137";"692.22107";"132.60988";"6712.726";"0";"54432588146"
"38";"xLegendSura_";"9000811808";"9000806856";"1752";"3560";"74224";"9015175";"591";"15254.104";"0.297135";"405";"89";"4.550562";"7275931.0";"32";"990000093";"-999189564";"1000000663";"118.32196";"10.51363";"436.97357";"8010000383";"201"
"39";"theyhatenyy_";"1000000020";"1000000016";"11";"0";"9378";"11";"148";"0.074324325";"0.0845558";"3";"11";"0.27272728";"6397952.5";"3";"0";"1000000011";"0";"16.783705";"2.8558166";"27.05947";"6";"0"
"40";"Rektitude";"1000000311";"1000000108";"117";"93";"9951";"112";"78";"1.4358975";"0.22394715";"2";"7";"0.2857143";"6029546.5";"1000000065";"0";"246";"0";"10.679413";"6.050031";"87.84027";"0";"0"
"41";"ShadoHawk--";"5879245125";"6087339088";"4086777972";"95593";"59656";"688485";"598";"1151.3127";"0.12997839";"109";"63";"1.7301587";"5913147.5";"14";"1";"5879245055";"36";"92.09301";"4.797648";"882.2746";"0";"19"
"42";"YourWelcomeMatey";"10200004602";"5100001198";"5100002678";"1230";"106914";"805035017";"-2009999112";"8.0503501E8";"0.21419689";"44";"147";"0.2993197";"5724229.5";"282";"10200000026";"3955";"46";"229.78304";"24.746933";"293.9111";"0";"293"
"43";"BlackDimond_2004";"2000000336";"2000000122";"211";"26";"22944";"199";"487";"0.40862423";"0.23911683";"3";"37";"0.08108108";"5230126.5";"91";"0";"2000000238";"0";"50.832832";"6.8959885";"17.078608";"0";"7"
"44";"OopsJusHackedYou";"2000000886";"1000000205";"1000000454";"280";"26200";"1000000384";"161";"6211182.5";"0.17729045";"9";"30";"0.3";"4580155.0";"80";"1999999998";"724";"55";"46.7733";"1.705838";"105.39143";"0";"29"
"45";"TartineMasquee";"13000965750";"13000959913";"3382";"3140";"171871";"705691566";"75505";"9346.289";"0.14710763";"288";"205";"1.404878";"4538625.0";"143";"13000660430";"305041";"74";"318.84268";"17.667067";"3934.084";"0";"62"
"46";"l2isC";"7410026908";"5410019132";"1800006021";"200002214";"98317";"1426005964";"471";"3027613.5";"0.9971641";"38";"84";"0.45238096";"4522123.5";"351";"0";"7410026557";"0";"142.44908";"22.158535";"1120.0554";"0";"0"
"47";"Leechie123";"1000000277";"1000000135";"33";"129";"15163";"32";"248";"0.12903225";"0.14788821";"4";"12";"0.33333334";"3957001.8";"0";"0";"1000000273";"4";"32.611057";"34.277874";"15.794408";"0";"0"
"48";"Billy_TheGoat08";"2000329434";"2000003084";"324677";"1690";"32760";"505032907";"136";"3713477.2";"0.1283538";"117";"37";"3.162162";"3663607.0";"21";"96";"2000329267";"0";"29.121563";"0.4461778";"340.3091";"50";"0"
"49";"CryptoModz";"400000150";"200000036";"200000081";"49";"6617";"2000075";"75";"26667.666";"0.17328244";"1";"15";"0.06666667";"3627022.8";"0";"400000047";"84";"12";"14.154093";"0.14637147";"14.791484";"3";"4"
"50";"Xandren";"1000000188";"1000000101";"49";"50";"17102";"46";"157";"0.29299363";"0.15671244";"5";"18";"0.2777778";"3508362.2";"0";"18";"1000000159";"10";"28.156752";"14.110955";"166.52956";"0";"1"
"51";"CARRAPATCHO";"434644926664";"433644676124";"432644314412";"431644380280";"7881083";"470745";"80813";"5.8251147";"0.20208468";"3575";"6450";"0.5542636";"3309024.2";"8729";"6200";"434644857070";"50234";"17243.092";"4150.166";"82278.57";"2452";"1979"
"52";"UniqeGoddess";"1000001627";"1000000339";"729";"574";"19093";"685";"281";"2.4377224";"0.24178107";"8";"14";"0.5714286";"3142518.0";"532";"2";"1000000890";"0";"52.283733";"12.588978";"91.71588";"203";"0"
"53";"RaptorsBreakz";"21782450420";"21780253659";"2191522";"5332";"417338";"346200";"29319";"11.808043";"0.10514098";"145";"351";"0.4131054";"3131627.2";"381";"12";"21782449816";"59";"130.98795";"13.951132";"2717.1997";"91";"61"
"54";"GottaLottaGame";"139000000931";"139000000118";"243";"578";"2780871";"231";"80";"2.8875";"0.16179933";"8";"26";"0.30769232";"2999060.2";"14";"89";"139000000828";"0";"25.77438";"1.2180494";"171.163";"0";"0"
"55";"SolarDjangoX";"1000000550";"1000000288";"51";"235";"20210";"47";"247";"0.1902834";"0.1270401";"9";"14";"0.64285713";"2968829.0";"3";"0";"1000000547";"0";"30.550144";"41.193146";"62.22047";"0";"0"
"56";"RainSwisBro";"2000005471";"1000003003";"1000000579";"1921";"40588";"1000000555";"356";"2808990.5";"0.17205417";"115";"29";"3.9655173";"2956547.0";"0";"1999999998";"5387";"42";"63.273052";"4.8342338";"1047.0045";"44";"0"
"57";"Catz_Reborn";"9009414964";"9009075207";"333131";"7123";"191654";"1203518";"1654";"727.64087";"0.22303948";"333";"102";"3.264706";"2820525.0";"278";"66";"9009414433";"0";"349.86816";"42.88017";"2803.0598";"187";"0"
"58";"Raiden-Rx3";"1000000621";"1000000267";"91";"292";"21588";"90";"338";"0.2662722";"0.19460939";"9";"13";"0.6923077";"2779323.8";"0";"0";"1000000409";"212";"42.658607";"15.978697";"301.67825";"0";"0"
"59";"wexefxy";"1705038206";"1705034363";"504";"3378";"40810";"32630";"1746";"18.68843";"0.15547715";"289";"69";"4.188406";"2506794.8";"3";"3019";"1705035184";"0";"25.419333";"1.5593773";"305.1343";"0";"0"
