"RANK";"NAME";"PTS";"TS";"CS";"BS";"GT";"K";"D";"KDR";"GA";"W";"L";"WLR";"SPM";"DS";"TDS";"CTF";"ZS";"MW";"MD";"MF";"MRK";"COL"
"32";"LegendLemone";"8590214532";"8770043023";"10165160";"-99990467";"422674";"110225203";"-9995029";"1.102252E8";"0.23062973";"536";"551";"0.9727768";"1219409.9";"273554";"1664600647";"6925338914";"297";"870.20166";"50.8274";"2218.6396";"799";"321"
"33";"SkidPatrol";"8591387899";"8590034268";"4296219290";"4295069160";"412017";"621833";"1320";"471.0856";"0.18966268";"60";"169";"0.35502958";"1251121.2";"360";"101300016";"8490087412";"74";"239.23703";"4.837649";"66.85078";"27";"10"
"34";"FaceToFace08";"-10867779410";"8442502769";"10754476109";"16390";"1170336";"-2086914802";"12220";"-170778.62";"0.17977615";"662";"763";"0.8676278";"-557162.06";"1106";"2000002460";"-12867788020";"4087";"1957.5303";"1003.55383";"12808.459";"450";"507"
"35";"Cyberhawker";"12886180156";"7886078272";"5000101082";"972";"28795";"1705133645";"320";"5328543.0";"0.14631167";"24";"40";"0.6";"2.685087E7";"275457";"0";"12885904588";"7";"84.94028";"3.1916878";"292.00305";"104";"0"
"36";"Mr_Warhawk_99";"14000058967";"7000049125";"7000003402";"7660";"430676";"-1589931584";"-1999994882";"-1.58993152E9";"0.17694318";"305";"349";"0.8739255";"1950430.5";"166";"14000005353";"53228";"157";"745.70746";"590.0203";"1999.7341";"24";"39"
"37";"kingofallforgood";"6201322911";"6401165895";"29743";"-99861040";"6803598";"6172439";"5037671";"1.2252564";"0.36701852";"3435";"2831";"1.2133522";"54688.62";"2825";"35541";"6201220756";"57294";"4867.2476";"11449.327";"14764.549";"816";"5679"
"38";"Ragoi";"6302099427";"6302075530";"12054";"14648";"862546";"-1294655619";"10680";"-121222.44";"0.18167451";"534";"1130";"0.47256637";"438383.53";"1003915";"2000001833";"4301092410";"336";"1969.7422";"254.7909";"7329.42";"445";"488"
"39";"ShadoHawk--";"5879245125";"6087339088";"4086777972";"95593";"59656";"688485";"598";"1151.3127";"0.12997839";"109";"63";"1.7301587";"5913147.5";"14";"1";"5879245055";"36";"92.09301";"4.797648";"882.2746";"0";"19"
"40";"AlmightyCatz";"6002803300";"6000007474";"2788861";"7400";"308544";"504086";"2151";"234.34961";"0.21448371";"240";"144";"1.6666666";"1167315.5";"2785136";"171";"6000017886";"0";"521.46735";"36.839058";"2701.4355";"107";"0"
"41";"FedoraKing4Lyfe";"5898397407";"5898082843";"311254";"4863";"186902";"384729010";"3317";"115987.05";"0.17855194";"197";"291";"0.67697597";"1893526.1";"507";"111";"5898396549";"0";"410.52438";"19.751131";"2383.242";"210";"30"
"42";"hitmakapro";"5180794743";"5480210069";"-99730831";"-99630938";"21917596";"236975";"204039";"1.1614201";"0.14673872";"7288";"10338";"0.70497197";"14182.5625";"1690";"8969";"5180737306";"44130";"39767.03";"25691.186";"362020.75";"1464";"1184"
"43";"l2isC";"7410026908";"5410019132";"1800006021";"200002214";"98317";"1426005964";"471";"3027613.5";"0.9971641";"38";"84";"0.45238096";"4522123.5";"351";"0";"7410026557";"0";"142.44908";"22.158535";"1120.0554";"0";"0"
"44";"YourWelcomeMatey";"10200004602";"5100001198";"5100002678";"1230";"106914";"805035017";"-2009999112";"8.0503501E8";"0.21419689";"44";"147";"0.2993197";"5724229.5";"282";"10200000026";"3955";"46";"229.78304";"24.746933";"293.9111";"0";"293"
"45";"XxChI_cHiPo_26xX";"5000266490";"5000144727";"107891";"18340";"1643837";"102848";"17049";"6.0324945";"204.88518";"979";"2735";"0.35795248";"182509.56";"-1342171125";"2414";"6342433388";"479";"Infinity";"380.65607";"9503.894";"825";"509"
"46";"hedn";"5000094000";"5000047429";"25875";"27016";"1614461";"24429";"20616";"1.1849535";"0.19855942";"723";"1598";"0.45244056";"185824.03";"3108";"4586";"5000080143";"3624";"3351.2546";"671.42584";"19971.805";"1814";"725"
"47";"Danish_Izzat1104";"5000793280";"5000008220";"780592";"5359";"452781";"3213";"4744";"0.67727655";"0.17380087";"168";"383";"0.4386423";"662677.06";"620";"151";"5000791319";"126";"841.2364";"325.23618";"4308.61";"159";"905"
"48";"Oshun-1";"4895558112";"4895540823";"6846";"11061";"1126881";"3956";"2291";"1.7267569";"0.16165923";"476";"1153";"0.41283607";"260660.61";"562";"32";"4895557083";"353";"1501.4836";"156.68875";"4215.3643";"15";"67"
"49";"MonkeyBoi3___xD";"5126153257";"4893309664";"232838978";"5015";"238921";"1234";"1284";"0.9610592";"0.21399984";"128";"196";"0.6530612";"1287325.9";"62";"21";"5126149287";"3528";"226.86264";"42.475304";"541.9216";"9";"350"
