"RANK";"NAME";"PTS";"TS";"CS";"BS";"GT";"K";"D";"KDR";"GA";"W";"L";"WLR";"SPM";"DS";"TDS";"CTF";"ZS";"MW";"MD";"MF";"MRK";"COL"
"39";"black99bolt";"293648";"94191";"83891";"131801";"9302093";"66035";"71839";"0.9192082";"0.19243667";"3907";"4937";"0.7913713";"1.8940768";"941";"80293";"153494";"48082";"Infinity";"9921.964";"18709.154";"5642";"5196"
"40";"DWAIST";"292577";"73903";"144716";"82069";"4911028";"139888";"117654";"1.1889778";"0.3225553";"1525";"2570";"0.5933852";"3.5745306";"167301";"13848";"91027";"4434";"Infinity";"1113.5255";"26808.852";"12677";"3290"
"41";"elwappo";"291061";"151614";"39553";"115051";"4840177";"35990";"66517";"0.5410647";"0.1838747";"2414";"2512";"0.96098727";"3.6080623";"3167";"5372";"269669";"7889";"Infinity";"5112.0825";"57184.32";"3191";"1773"
"42";"Il-_ViTaL_-lI";"288059";"97691";"32435";"159150";"2832788";"28801";"4240";"6.792689";"0.37171045";"3384";"661";"5.119516";"6.1012473";"13680";"1035";"113813";"150748";"Infinity";"94.3998";"11465.845";"7887";"896"
"43";"sedoj";"286436";"48929";"28795";"213161";"6684484";"26747";"20805";"1.2856045";"0.158478";"4231";"5926";"0.71397233";"2.5710526";"213";"4034";"65574";"214564";"Infinity";"1194.4602";"90130.09";"133";"1918"
"44";"rafey32";"286226";"236616";"26213";"35176";"2301943";"24583";"25935";"0.94786966";"0.13676432";"1225";"2718";"0.45069903";"7.460463";"4347";"90403";"182536";"7663";"Infinity";"2070.7292";"29885.209";"905";"372"
"45";"FCB-Kratos";"283607";"256024";"12976";"14648";"412160";"29997";"590";"50.842373";"0.41246006";"610";"42";"14.523809";"41.285957";"34";"133853";"142659";"7061";"Infinity";"8.145467";"530.33014";"0";"0"
"46";"FredKiller";"282962";"28768";"23757";"230578";"3986445";"21495";"1978";"10.867038";"0.8275075";"4477";"1091";"4.1035748";"4.258862";"1738";"39210";"129095";"111132";"Infinity";"152.25055";"1850.6776";"0";"1787"
"47";"UniqueKinG-";"282162";"178599";"47770";"60771";"2254488";"46427";"12918";"3.5939775";"0.18215297";"1709";"1513";"1.1295439";"7.5093412";"9357";"23447";"221589";"24766";"Infinity";"393.27078";"14958.868";"1617";"1386"
"48";"KHALDOON_SYR";"280736";"237075";"12706";"31549";"823753";"12163";"4189";"2.9035568";"0.36986747";"1101";"399";"2.7593985";"20.44807";"8158";"1250";"269387";"924";"Infinity";"245.82028";"11139.427";"68";"949"
"49";"SKiLL-_-KiLLzz";"280668";"149805";"50256";"80771";"1327150";"45862";"499";"91.907814";"0.4480307";"1802";"137";"13.153285";"12.688905";"1151";"2554";"204650";"61633";"Infinity";"47.909176";"2403.1648";"10648";"32"
"50";"U_K1LL";"279310";"169126";"54911";"92804";"3059883";"48797";"12456";"3.9175498";"0.30145815";"2345";"2284";"1.0267075";"5.476876";"10275";"19171";"200321";"27422";"Infinity";"527.93";"21997.27";"17333";"4788"
"51";"rogueheero";"278559";"193804";"26792";"58081";"1376468";"26525";"1743";"15.218015";"0.50249946";"1393";"609";"2.2873564";"12.142339";"4164";"27654";"203726";"42217";"Infinity";"97.88903";"3431.0867";"-2";"800"
"52";"cam200uk";"278021";"176907";"24268";"80357";"3578120";"21712";"20693";"1.0492437";"0.19954163";"2125";"3256";"0.6526413";"4.6620183";"1602";"12199";"195663";"54444";"Infinity";"1399.6588";"28313.928";"3705";"10408"
"53";"TRUExKiNG";"277482";"203922";"55813";"18584";"806774";"51095";"3114";"16.408157";"0.4592225";"597";"389";"1.5347043";"20.636412";"1550";"40";"258012";"6870";"Infinity";"54.22938";"3227.5862";"10971";"39"
"54";"x-Acid-Wrath-x";"277461";"219950";"34653";"22997";"667412";"34540";"442";"78.1448";"0.35213974";"570";"114";"5.0";"24.943604";"39";"308";"257562";"19289";"Infinity";"17.675125";"640.84064";"56";"207"
"55";"tonz59";"276246";"138299";"57452";"93660";"4154728";"54244";"45929";"1.1810403";"0.22471096";"2013";"2098";"0.95948523";"3.989373";"3451";"6611";"250805";"12294";"Infinity";"2596.4731";"32150.324";"1213";"1872"
"56";"Brewfj";"276033";"220822";"9694";"47012";"1126781";"9445";"3923";"2.407596";"0.3486474";"1307";"592";"2.2077703";"14.69849";"7112";"1256";"232645";"34550";"Infinity";"128.72722";"7451.957";"9";"461"
"57";"prarpin";"275276";"210669";"23868";"41313";"783273";"23293";"932";"24.992489";"1.1654625";"1477";"37";"39.91892";"21.086596";"3202";"38734";"220922";"12418";"Infinity";"90.941376";"4603.208";"0";"0"
"58";"si-i3zy";"275272";"140144";"57958";"90631";"3809288";"55912";"39283";"1.4233129";"0.23413368";"1595";"1763";"0.9047079";"4.3358026";"8871";"2366";"260003";"3481";"Infinity";"1186.5557";"25158.695";"506";"45"
"59";"badmoses";"275236";"213240";"25502";"36662";"784479";"23385";"2548";"9.177787";"0.65960884";"1107";"149";"7.42953";"21.051117";"1797";"34059";"230409";"8916";"Infinity";"44.724644";"4088.4146";"-2";"57"
"60";"juju85power";"248527";"131861";"40241";"85497";"3914536";"36659";"29152";"1.2575123";"0.16615203";"2023";"7448";"0.27161655";"3.8092945";"2844";"1947";"180953";"49050";"Infinity";"2728.2537";"30480.738";"1730";"12003"
"61";"jamesdasilva";"246559";"111064";"49713";"102799";"5988657";"43089";"75749";"0.5688392";"0.15475146";"2632";"3581";"0.73499024";"2.47026";"617";"3496";"229601";"11567";"Infinity";"7529.9062";"19886.494";"511";"767"
"62";"St_BEER";"242568";"19681";"10663";"212285";"3013175";"6625";"421";"15.736342";"0.4810321";"4259";"211";"20.184834";"4.8301477";"1428";"880";"14820";"214169";"Infinity";"81.995445";"2157.9773";"11078";"193"
"63";"nino-53";"241257";"51359";"22034";"172597";"5190464";"19716";"13224";"1.4909256";"0.21127707";"3468";"4613";"0.75178844";"2.7888489";"280";"4680";"67996";"166746";"Infinity";"1251.5658";"21508.344";"396";"1159"
"64";"JEDI_ZAK";"240375";"72476";"8074";"160658";"3581072";"7649";"4455";"1.7169472";"0.2754071";"3343";"1712";"1.9526869";"4.0274253";"4540";"4992";"91600";"132953";"Infinity";"271.14557";"7219.5522";"297";"5993"
"65";"Tweest";"232758";"101263";"56322";"83932";"3624047";"51677";"40325";"1.2815127";"0.22571756";"1525";"1448";"1.0531768";"3.8535593";"1804";"15686";"176258";"22595";"Infinity";"1810.2903";"63103.695";"4589";"11826"
"66";"Asinwar";"228475";"122748";"54220";"72061";"5356407";"46827";"61183";"0.76535964";"0.17030115";"1775";"3158";"0.5620646";"2.5592713";"2112";"5455";"208553";"9791";"Infinity";"7828.227";"59858.285";"1144";"1420"
"67";"Repins01";"222066";"110091";"58770";"62684";"6010168";"47997";"37747";"1.2715448";"0.1747138";"2038";"3676";"0.55440694";"2.216903";"251";"582";"218802";"1577";"Infinity";"8010.1045";"34283.55";"297";"557"
"68";"chloop";"216734";"160686";"45480";"11139";"740533";"45333";"2286";"19.83071";"0.24461561";"545";"269";"2.0260222";"17.560379";"1948";"96";"209018";"5660";"Infinity";"28.837736";"4828.2134";"0";"12"
"69";"queensalmon";"216594";"115685";"45351";"69728";"4920906";"33284";"65332";"0.5094594";"0.19109184";"1652";"3479";"0.4748491";"2.640904";"7799";"290658";"-96622";"13169";"Infinity";"3111.9302";"24181.275";"722";"868"
"70";"mclove69";"213335";"97491";"59132";"74171";"3604043";"57538";"49575";"1.1606253";"0.22473729";"1533";"3462";"0.4428076";"3.5515947";"7049";"1774";"200761";"1356";"Infinity";"692.007";"21285.502";"2045";"350"
"71";"FusionPro";"213096";"110731";"37955";"76219";"3721278";"33815";"53775";"0.6288238";"0.22084892";"1740";"2597";"0.67000383";"3.4358518";"4097";"5017";"172119";"28824";"Infinity";"4787.142";"19487.068";"1776";"1263"
"72";"AWishAway";"212969";"141916";"41421";"39709";"2150775";"39096";"18476";"2.1160424";"0.20719956";"1148";"1663";"0.6903187";"5.9411793";"4779";"4240";"201755";"326";"Infinity";"745.3628";"25626.826";"215";"1654"
"73";"UNREAL__MAN";"201835";"98088";"44398";"66878";"3033033";"41880";"14942";"2.8028376";"0.21720767";"1871";"2100";"0.8909524";"3.9927359";"2813";"7430";"170864";"16242";"Infinity";"1790.385";"47466.28";"1832";"2654"
