"RANK";"NAME";"PTS";"TS";"CS";"BS";"GT";"K";"D";"KDR";"GA";"W";"L";"WLR";"SPM";"DS";"TDS";"CTF";"ZS";"MW";"MD";"MF";"MRK";"COL"
"74";"aljaeem";"643281";"279950";"183713";"233219";"11785977";"175093";"143791";"1.217691";"0.16794352";"5639";"12066";"0.46734625";"3.274812";"17793";"13856";"571951";"25739";"23133.252";"2997.6802";"127986.01";"9467";"4475"
"75";"zibmastor";"978700";"386602";"266337";"386270";"19114689";"245549";"162956";"1.5068424";"0.18399583";"7060";"12024";"0.58715904";"3.072088";"4067";"8851";"944693";"11224";"30112.816";"14063.456";"248079.72";"7178";"2687"
"76";"djscheller";"800349";"335992";"140948";"334971";"16482314";"130019";"102462";"1.2689484";"0.19450541";"6973";"11997";"0.5812286";"2.9134831";"1720";"4839";"339290";"451740";"18681.332";"6739.0957";"345214.8";"739";"2021"
"77";"micheline1931";"105578";"94790";"32831";"60074";"9565416";"30002";"111127";"0.2699794";"0.10381856";"2227";"11945";"0.18643785";"0.66224825";"9850";"3003";"87305";"4117";"8041.393";"9107.359";"4148.6763";"656";"647"
"78";"rockchuck";"-399010775";"-99527050";"-99773950";"-99670132";"22952953";"184862";"257195";"0.71876204";"0.22855476";"7173";"11844";"0.6056231";"-1043.0314";"4164";"7177";"-399036201";"8880";"52732.21";"30225.367";"93609.69";"1751";"3454"
"79";"TEEG-BIRD";"284498";"15927";"11091";"258897";"25983381";"9547";"3811";"2.5051167";"0.21374914";"5294";"11725";"0.45151386";"0.65695375";"452";"11899";"270027";"99";"2037.3483";"1515.7616";"14225.605";"93";"1928"
"80";"BigLeeves";"813318";"340775";"181710";"356883";"15087725";"158803";"155096";"1.0239013";"0.12508641";"7041";"11698";"0.6018978";"3.2343564";"20791";"13905";"471749";"293390";"19794.316";"13650.996";"222385.3";"4583";"8900"
"81";"zikenyade";"1042481";"285197";"345002";"438132";"26835321";"321314";"161691";"1.9872102";"0.1292804";"8311";"11622";"0.7151093";"2.3308408";"2006";"27851";"767602";"223202";"25826.057";"8966.337";"906511.44";"11575";"10245"
"82";"theRiverRatt";"5465165";"305031100";"-99874002";"-99655668";"26259145";"105135";"163086";"0.6446599";"0.19517124";"6881";"11566";"0.59493345";"12.487455";"1253";"3401";"5454938";"4258";"24358.41";"12433.526";"93068.59";"627";"688"
"83";"iNfiNiTi320";"-2294114482";"1000469372";"1000372978";"74405";"15020630";"1000253108";"-999938283";"1.00025312E9";"0.20036206";"7010";"11510";"0.6090356";"-9163.855";"18438";"398469932";"-2692638289";"22752";"32278.213";"2817.0605";"158493.81";"5034";"7651"
"84";"Xx_MAATREX_xX";"558487";"277203";"116180";"196999";"11399172";"110740";"84302";"1.3136106";"0.18424945";"4647";"11498";"0.40415725";"2.9396188";"19888";"18809";"431877";"55893";"14764.921";"1915.3939";"55890.13";"3030";"28990"
"85";"AdmiralGrunt";"961733";"571896";"187074";"267759";"16986226";"164379";"238371";"0.68959314";"0.19834691";"6478";"11447";"0.5659125";"3.397104";"5938";"14649";"914068";"22752";"29959.99";"33271.434";"99095.945";"1706";"2620"
"86";"GUIZBO";"1466687";"515013";"296062";"718705";"22485527";"280299";"122710";"2.2842393";"0.20905803";"11951";"11322";"1.0555556";"3.9136825";"10784";"33470";"1312159";"85598";"Infinity";"3694.3745";"196589.84";"6841";"17835"
"87";"rocamber";"730459";"288545";"237831";"264300";"15572856";"219335";"168737";"1.2998631";"0.19065328";"6054";"11219";"0.5396203";"2.8143547";"19295";"13617";"670686";"13283";"34948.715";"7991.7983";"122684.69";"6645";"6933"
"88";"CHAMMOND";"240668";"73915";"82367";"91758";"10627318";"79429";"64696";"1.2277266";"0.11507725";"2013";"11166";"0.18027942";"1.3587699";"1007";"4195";"166130";"62034";"5799.4053";"1420.6718";"355015.8";"702";"6600"
"89";"lexuga2";"530661";"143331";"72165";"330737";"13266755";"62550";"88909";"0.70352834";"0.17053248";"7065";"11149";"0.6336891";"2.3999584";"2270";"20432";"225916";"271820";"11150.252";"5687.94";"93208.7";"938";"9285"
"90";"ziggyclan";"868860";"376445";"236733";"307296";"15843077";"203962";"171274";"1.190852";"0.2518402";"6633";"11147";"0.595048";"3.2904973";"17088";"11965";"821041";"10994";"36434.1";"8982.435";"50330.598";"4155";"3617"
"91";"Neon_Watchman";"916194";"293067";"111183";"536176";"14896721";"99966";"65305";"1.5307556";"0.17140181";"10023";"11085";"0.90419483";"3.6901839";"5456";"12107";"291895";"573400";"12665.303";"5300.4404";"190894.94";"7838";"25498"
"92";"myster1";"671090";"369617";"136487";"200425";"18637376";"112529";"241101";"0.4667297";"0.07803896";"5922";"11081";"0.5344283";"2.160465";"6417";"4224";"641917";"10802";"45013.59";"21663.547";"25377.316";"4004";"3726"
"93";"ewolf3363";"413921";"150522";"135204";"150846";"10968871";"126950";"78006";"1.6274389";"0.18321358";"4022";"11058";"0.36371857";"2.2641582";"15622";"16334";"328591";"37350";"14672.816";"3749.9338";"214291.38";"4900";"11124"
"94";"BRICK-MONEY";"461256";"185573";"132483";"168047";"12741655";"122159";"117812";"1.0368978";"0.21269836";"3574";"11055";"0.3232926";"2.172038";"16602";"6385";"432393";"2712";"16113.597";"10615.635";"164766.98";"2621";"543"
"95";"cultureshock";"582320";"305530";"126754";"156559";"23466658";"100322230";"-99917929";"1.00322232E8";"0.115812644";"9428";"10952";"0.86084735";"1.488887";"22033";"46592";"325449";"162669";"41107.418";"36732.473";"140015.25";"11422";"14155"
"96";"bobyfrend";"877478";"344723";"90450";"456848";"15084580";"82156";"72890";"1.1271231";"0.14531265";"8937";"10892";"0.82051045";"3.4902318";"3538";"25348";"417038";"398468";"13480.003";"7995.0483";"202504.61";"1531";"31555"
"97";"Big_SYKE-44";"465484";"208468";"169573";"127362";"10262217";"145029";"136053";"1.0659742";"0.17767407";"3878";"10883";"0.35633558";"2.7215405";"7778";"1530";"454194";"510";"26150.46";"6117.408";"65002.242";"1054";"418"
"98";"princess_didi";"493972";"231380";"75349";"209506";"15098929";"65655";"613575";"0.10700403";"0.26446772";"4605";"10844";"0.4246588";"1.9629419";"1451";"1284";"485886";"1049";"Infinity";"4645.2837";"9478.23";"3844";"458"
"99";"shadowman97";"809708";"384825";"163511";"293981";"17698441";"144845";"181612";"0.79755193";"0.25645605";"6090";"10796";"0.5640978";"2.745015";"26644";"16553";"746555";"4955";"39950.652";"8160.6177";"47707.105";"8598";"6403"
"100";"canpica";"443945";"73963";"20852";"355845";"12035004";"18069";"30911";"0.5845492";"0.13696988";"7338";"10769";"0.6814003";"2.2132688";"648";"3170";"131529";"305477";"3884.5237";"2517.358";"39108.11";"520";"2601"
"101";"manabanboo";"695443";"295928";"165636";"254206";"16306753";"145327";"191834";"0.75756645";"0.28510755";"6634";"10746";"0.617346";"2.5588527";"9342";"12215";"489692";"168120";"42763.844";"16427.414";"108487.71";"3559";"12515"
"102";"slayer55511";"-4666703";"-4817349";"68276";"108815";"7713769";"-4935183";"5070896";"-0.97323686";"0.15801103";"3249";"10654";"0.3049559";"-36.299007";"4129";"26214";"-4736850";"33094";"9850.478";"2428.668";"41161.31";"1685";"5025"
"103";"zmeu2121";"1059866";"312199";"392842";"445009";"18057490";"368611";"248396";"1.4839652";"0.14626196";"7501";"10637";"0.70518005";"3.521639";"39410";"37527";"953600";"16023";"32481.166";"5823.665";"283965.12";"7492";"5814"
"104";"dissmay";"631999";"239787";"151799";"275984";"14628038";"140988";"165139";"0.8537535";"0.13168773";"5980";"10637";"0.56218857";"2.5922778";"35752";"28940";"324368";"221595";"22555.264";"7278.6743";"217859.36";"7186";"14158"
"105";"WTF_bloodlust";"427780";"126441";"36236";"273986";"14839789";"30500";"47574";"0.6411065";"0.21529992";"6040";"10624";"0.5685241";"1.7295934";"1989";"9200";"395709";"14848";"6143.0117";"7764.256";"7133.1265";"1256";"4778"
"106";"SHOOTING_STARZ";"8822026";"5943855";"535884";"2415098";"41558499";"522018";"154950";"3.368945";"0.16135432";"56227";"10585";"5.3119507";"12.736782";"17572";"129894";"7544112";"1082602";"52675.82";"14759.27";"143808.7";"40459";"7387"
"107";"PeskyVarmit";"794702";"258418";"254607";"304206";"17963371";"223407";"80167";"2.78677";"0.15264095";"7932";"10463";"0.7581";"2.6544082";"1623";"27862";"734251";"19696";"18811.363";"6855.0913";"459924.44";"4703";"6567"
"108";"kenneth1j";"1003062535";"1001565420";"928367";"604242";"23985659";"892854";"210849";"4.2345657";"0.21952285";"10395";"10462";"0.9935959";"2509.1555";"118926";"34424";"1002713534";"40316";"45121.86";"16650.502";"125596.98";"116895";"38440"
