"RANK";"NAME";"PTS";"TS";"CS";"BS";"GT";"K";"D";"KDR";"GA";"W";"L";"WLR";"SPM";"DS";"TDS";"CTF";"ZS";"MW";"MD";"MF";"MRK";"COL"
"133";"moemyster14";"-399595251";"-99783636";"-99927836";"-99873841";"2804250";"-99934818";"100039271";"-0.99895585";"0.20296144";"1290";"1173";"1.0997442";"-8549.778";"2581";"4829";"-399605222";"1859";"3408.5474";"2689.3577";"35581.04";"259";"443"
"134";"RapidWave";"-399671858";"-99861892";"-99935526";"-99861474";"1718043";"-99939216";"100030764";"-0.9990848";"0.21931528";"1100";"862";"1.2761021";"-13957.923";"11641";"5666";"-399722095";"31231";"Infinity";"775.9161";"13286.271";"1262";"437"
"135";"cj_82-";"590357039";"900094106";"-109939359";"-99793605";"7523051";"-109946540";"100028756";"-1.0991495";"0.15354213";"3801";"4695";"0.8095847";"4708.3857";"-9995278";"600011561";"163364";"168302";"8611.823";"1331.2394";"99328.23";"1805";"7285"
"136";"U-BOY1017";"-399916732";"-99960902";"-99979804";"-99970797";"1103138";"-99982652";"100025461";"-0.99957204";"0.18974833";"405";"641";"0.63182527";"-21751.59";"579";"1144";"-399919617";"661";"2268.848";"1019.8163";"5114.658";"192";"309"
"137";"MrFifaKu";"-399889252";"-99921946";"-99981129";"-99981036";"1262399";"-935218218";"100023436";"-9.349991";"0.14086214";"455";"1330";"0.34210527";"-19006.158";"1945";"-399947977";"55792";"380";"2172.1006";"291.15903";"13783.117";"24";"584"
"138";"EIectricHaze";"-399864174";"-99933957";"-99965773";"-99956667";"1377040";"-99968552";"100023395";"-0.99945176";"0.1886901";"537";"1075";"0.49953488";"-17422.77";"7530";"758";"-399874472";"232";"2448.4534";"493.9041";"4679.498";"1095";"683"
"139";"Go_2_Pro";"-399925491";"-99967090";"-99977379";"-99974762";"661359";"-99978836";"100020061";"-0.9995878";"0.1757694";"266";"535";"0.49719626";"-36282.156";"2757";"774";"-399929939";"494";"1113.6117";"625.1214";"6463.9023";"309";"114"
"140";"MANNY_GO_HAMM2";"-399837537";"-99957040";"-99938964";"-99939598";"1346571";"-99944771";"100019027";"-0.99925756";"0.21594645";"539";"697";"0.7733142";"-17815.81";"3923";"-399918849";"74741";"247";"2951.9639";"654.9334";"11796.646";"1414";"987"
"141";"HenRiQu3xX";"600163803";"900056782";"-99948596";"-99938668";"1990377";"-99951385";"100017396";"-0.99934006";"0.13387139";"699";"1593";"0.43879473";"18091.963";"3306";"1754";"600156544";"1624";"2052.0261";"527.1802";"55011.37";"233";"342"
"142";"ThenryLI";"311797";"300201926";"-99948162";"-99934679";"1697031";"-99950924";"100016939";"-0.99934006";"0.13558516";"633";"1325";"0.47773585";"11.023853";"1030";"7755";"300291";"2172";"1651.3043";"653.8581";"49161.03";"169";"380"
"143";"YuriReDHawKr";"149656757";"105607679";"444025970";"-199975434";"1221951";"-99930909";"100016819";"-0.9991411";"0.92476493";"500";"692";"0.72254336";"7348.417";"2121";"-2255431655";"2405083137";"106";"1707.8718";"203.00854";"15944.404";"3047";"1"
"144";"BkWrDs_8";"-399920800";"-99965598";"-99971189";"-99978838";"1055925";"-99973092";"100015209";"-0.9995789";"0.19461934";"565";"1158";"0.48791018";"-22724.387";"625";"298";"-399924121";"995";"2362.1165";"429.8584";"11621.299";"1047";"356"
"145";"Miguelx805xPanda";"-399622509";"-99677545";"-99972502";"-99968708";"927288";"-99974400";"100015106";"-0.999593";"0.087685406";"349";"839";"0.4159714";"-25857.5";"815";"968";"-399628818";"3677";"1085.5245";"239.92009";"28418.89";"657";"192"
"146";"Moononnie24";"-399963426";"-99982763";"-99988760";"-99988410";"524953";"-99990712";"100013775";"-0.9997694";"0.1862739";"151";"288";"0.5243056";"-45714.2";"191";"154";"-399964013";"175";"1448.5326";"423.8686";"892.4558";"24";"43"
"147";"Dsnuts27__";"-399882086";"-99954071";"-99973110";"-99952020";"931225";"-99976090";"100009632";"-0.9996646";"0.18972845";"414";"314";"1.3184713";"-25764.906";"2121";"219";"-399886051";"534";"1595.064";"564.21643";"16652.443";"903";"188"
"148";"xXORB1TXx";"-399977103";"-99995626";"-99986638";"-99993875";"205844";"-99987188";"100006657";"-0.9998053";"0.21904676";"71";"249";"0.28514057";"-116586.47";"3572";"371";"-399981910";"4";"468.0077";"31.074507";"2787.08";"860";"0"
"149";"kebap__96";"-399178855";"-99400541";"-99795018";"-99980581";"576982";"-99795687";"100006445";"-0.99789256";"0.22140668";"350";"440";"0.79545456";"-41510.363";"1682";"17";"-399184964";"2870";"751.5533";"105.141975";"2164.1694";"26";"1514"
"150";"ELZURDO90";"-343969899";"-63921142";"-81812039";"-99987389";"2857624";"-80052295";"100006283";"-0.8004727";"0.21990682";"1412";"3721";"0.37946787";"-7222.1514";"7436";"-371966289";"27981202";"3023";"5255.304";"1243.1428";"29154.164";"3952";"777"
"151";"Pappy321";"-399971267";"-99988314";"-99991595";"-99989256";"360331";"-99993061";"100005929";"-0.9998714";"0.22195244";"125";"213";"0.58685446";"-66600.64";"8";"305";"-399972305";"430";"761.8999";"556.0362";"2299.9644";"103";"192"
"152";"wubzyb";"-399981925";"-99998167";"-99991049";"-99992133";"516000";"1194972773";"100005560";"11.949063";"0.123537";"128";"528";"0.24242425";"-46509.527";"1917";"1";"-399983851";"0";"448.68695";"57.42306";"14074.318";"0";"8"
"153";"SharpToDaEdge";"-399355612";"-99366804";"-99993866";"-99993728";"237879";"-99994230";"100004960";"-0.9998927";"0.99101424";"123";"206";"0.5970874";"-100729.1";"203";"-399677856";"321644";"95";"459.64413";"61.417866";"3669.6582";"179";"123"
"154";"gizsmoke1";"-399990033";"-99992775";"-99998283";"-99997366";"219977";"-99998654";"100004879";"-0.9999378";"0.103993975";"57";"212";"0.2688679";"-109099.59";"7";"-399995129";"5044";"45";"407.62262";"184.62418";"691.3066";"0";"0"
"155";"YO_IM_TYRONE";"90301117679";"85301106499";"5000006802";"5903";"255180";"-1894959872";"100004345";"-18.948776";"0.20754212";"223";"242";"0.9214876";"2.1232334E7";"601";"87700826170";"2600290246";"254";"328.536";"39.021465";"4443.2275";"393";"15"
"156";"WildWarhawk";"-399921148";"-99942817";"-99991292";"-99986024";"214641";"-99992138";"100003829";"-0.99988306";"0.19334361";"197";"131";"1.5038168";"-111792.57";"845";"142";"-399923051";"337";"377.85956";"78.399445";"1902.9952";"579";"0"
"157";"TrillkiIlz";"-399949713";"-99965349";"-99993843";"-99989185";"218436";"-99994562";"100003580";"-0.99990976";"0.185159";"125";"160";"0.78125";"-109858.19";"904";"68";"-399951600";"583";"342.7473";"105.33076";"2094.8599";"319";"13"
"158";"Highlighter666";"-399497342";"-99635453";"-99873935";"-99986947";"172237";"-99914322";"100003285";"-0.99911034";"0.2020218";"340";"190";"1.7894737";"-139167.78";"874";"-399748162";"249585";"16";"324.39368";"40.586853";"1920.9728";"271";"74"
"159";"RowdyFish9";"-399996161";"-99998783";"-99998741";"-99997836";"118591";"-99998891";"100002607";"-0.9999628";"0.15087786";"42";"125";"0.336";"-202374.28";"-1";"-399998164";"1768";"62";"205.00615";"62.76133";"330.63852";"180";"-6"
"160";"Sh0OTeR-_-xVx";"-399988244";"-99991604";"-99998013";"-99998284";"123633";"-99998130";"100001455";"-0.99996674";"0.13894507";"42";"188";"0.22340426";"-194117.22";"260";"-399994414";"5747";"1";"124.640274";"12.435937";"2430.8757";"8";"154"
"161";"WarriorxPrince";"-399834318";"-99897069";"-99970510";"-99966637";"536153";"-99974896";"100000925";"-0.9997397";"1.5846981";"940";"139";"6.76259";"-44744.797";"15688";"-399993434";"121606";"8313";"80.415596";"12.0211525";"2245.0015";"13382";"127"
"162";"name_already_tkn";"-399844004";"-99903212";"-99972398";"-99968225";"929526";"-99976405";"100000675";"-0.99975735";"1.1629895";"742";"33";"22.484848";"-25809.543";"2475";"-399995174";"124219";"14348";"113.59348";"55.98969";"2023.0312";"10128";"0"
"163";"AquA--II";"300051470";"200043327";"100002081";"6442";"219907";"-99998126";"100000674";"-0.99997455";"0.44297376";"180";"224";"0.8035714";"81866.82";"10";"3611";"300043484";"4005";"131.74815";"23.92021";"1378.363";"157";"203"
"164";"Dsnuts27_";"-399999442";"-99999832";"-99999722";"-99999756";"12894";"-99999728";"100000338";"-0.9999939";"0.13156311";"4";"9";"0.44444445";"-1861328.4";"0";"28";"-399999470";"0";"19.56659";"3.4428368";"41.267414";"0";"0"
