"RANK";"NAME";"PTS";"TS";"CS";"BS";"GT";"K";"D";"KDR";"GA";"W";"L";"WLR";"SPM";"DS";"TDS";"CTF";"ZS";"MW";"MD";"MF";"MRK";"COL"
"143";"kenneth1j";"1003062535";"1001565420";"928367";"604242";"23985659";"892854";"210849";"4.2345657";"0.21952285";"10395";"10462";"0.9935959";"2509.1555";"118926";"34424";"1002713534";"40316";"45121.86";"16650.502";"125596.98";"116895";"38440"
"144";"bowens48";"234982";"112714";"54176";"79011";"6767713";"44526";"75635";"0.5886957";"0.1827933";"2026";"3132";"0.64687103";"2.083262";"181";"1819";"222230";"8225";"11064.051";"16547.506";"21244.299";"1135";"1392"
"145";"SUSPECTBLAK";"434596";"216979";"95789";"139689";"8732254";"83776";"98406";"0.8513302";"0.2348637";"2943";"5008";"0.5876597";"2.986143";"14847";"26920";"348123";"26542";"15982.188";"16522.33";"100333.02";"8967";"9197"
"146";"paulocrash";"343637";"141897";"96426";"122383";"7260513";"81004";"97646";"0.829568";"0.16452396";"2473";"3468";"0.71309114";"2.8397746";"296";"1581";"338778";"2567";"14751.02";"16509.254";"37159.68";"282";"133"
"147";"Hecubus06";"453077";"175584";"133060";"151082";"8559051";"118689";"88315";"1.343928";"0.19397764";"2371";"2636";"0.8994689";"3.1761255";"164";"18402";"403349";"28907";"12132.901";"16490.91";"86675.625";"485";"1770"
"148";"manabanboo";"695443";"295928";"165636";"254206";"16306753";"145327";"191834";"0.75756645";"0.28510755";"6634";"10746";"0.617346";"2.5588527";"9342";"12215";"489692";"168120";"42763.844";"16427.414";"108487.71";"3559";"12515"
"149";"CURTROCK";"475665";"280054";"67212";"145785";"7809457";"56096";"98610";"0.56886727";"0.20988078";"2871";"5548";"0.5174838";"3.6545305";"4652";"5044";"428329";"30306";"11158.772";"16409.871";"53823.836";"1405";"5929"
"150";"am1ga";"778007";"364722";"193507";"239470";"14047400";"153578";"116574";"1.3174293";"0.22737178";"7222";"8674";"0.83260316";"3.3230648";"2922";"24861";"557964";"91027";"28442.098";"16309.4375";"89231.195";"10895";"90338"
"151";"JohnnyTheRod";"266008";"141285";"65205";"71169";"8326955";"56892";"108654";"0.5236071";"0.08459847";"2002";"2899";"0.69058293";"1.9167247";"72";"5637";"237007";"19878";"10599.36";"16284.079";"27737.04";"498";"2916"
"152";"Liam714";"672835";"316024";"199266";"178399";"12493545";"170388";"133873";"1.2727585";"0.22602051";"4797";"5600";"0.85660714";"3.2312765";"2470";"23829";"619074";"17010";"19101.57";"16236.801";"105794.06";"4241";"6211"
"153";"BIGDEADLYMOFO4U";"718119";"300916";"193719";"253284";"13458205";"160059";"133892";"1.1954336";"0.17495468";"4091";"4582";"0.8928416";"3.2015517";"8217";"11188";"674673";"10736";"23193.045";"16188.424";"169486.75";"7625";"5680"
"154";"Icecoldchi";"166240";"200044307";"11518";"-99881794";"8608647";"59846";"76072";"0.7867021";"0.15667818";"3053";"6580";"0.46398178";"1.158649";"75";"550";"162286";"3094";"16626.965";"16180.148";"12557.718";"218";"17"
"155";"Duffstuff";"392143";"189368";"92470";"130649";"8510457";"74927";"99661";"0.75181866";"0.2211368";"3027";"5476";"0.55277574";"2.764667";"2746";"10400";"290181";"30985";"12412.615";"16107.23";"63339.66";"4327";"53504"
"156";"Bill837";"234813";"123969";"60587";"67350";"5903244";"49940";"79353";"0.6293398";"0.16028391";"1855";"3186";"0.5822348";"2.3866167";"143";"1215";"229838";"3067";"9010.224";"16079.752";"36827.727";"401";"149"
"157";"nitto420s";"804057";"148528";"125107";"551771";"47198969";"102038";"97684";"1.0445724";"0.20246997";"10538";"21688";"0.4858908";"1.0221287";"16703";"30487";"719128";"2670";"22002.19";"16078.323";"170553.42";"35017";"52"
