"RANK";"NAME";"PTS";"TS";"CS";"BS";"GT";"K";"D";"KDR";"GA";"W";"L";"WLR";"SPM";"DS";"TDS";"CTF";"ZS";"MW";"MD";"MF";"MRK";"COL"
"1185";"geezydagreat1";"2";"0";"2";"0";"53";"2";"1";"2.0";"0.6666667";"0";"1";"0.0";"2.2641509";"2";"0";"0";"0";"0.012478454";"0.015046663";"0.0";"0";"0"
"1186";"FROSTKILLER3";"2";"0";"2";"0";"75";"1";"0";"1.0";"0.6666667";"0";"1";"0.0";"1.6";"0";"0";"2";"0";"0.14228582";"0.0";"0.0";"0";"0"
"1187";"s__t__e__v__e__c";"2";"2";"0";"0";"319";"0";"1";"0.0";"0.6666667";"0";"1";"0.0";"0.37617555";"0";"0";"2";"0";"0.5470736";"1.4264355";"1.6455789";"0";"0"
"1188";"killahash420";"2";"0";"2";"0";"252";"1";"3";"0.33333334";"0.6666667";"0";"1";"0.0";"0.4761905";"0";"0";"2";"0";"0.5611466";"0.0";"0.0";"0";"0"
"1189";"HEADAWAY-glg";"2";"0";"2";"0";"37";"1";"0";"1.0";"0.6666667";"1";"0";"1.0";"3.2432432";"0";"0";"0";"2";"0.044109527";"0.16790958";"0.0";"0";"0"
"1190";"hpcp5";"2";"0";"2";"0";"147";"2";"2";"1.0";"0.6666667";"0";"1";"0.0";"0.8163265";"0";"0";"2";"0";"0.042103343";"1.3827358";"0.035329778";"0";"0"
"1191";"cardinalfanmmg25";"2";"1";"1";"0";"768";"1";"2";"0.5";"0.6666667";"0";"3";"0.0";"0.15625";"0";"0";"2";"0";"0.25393593";"0.0";"0.0";"0";"0"
"1192";"SHAKINandSPANKIN";"2";"2";"0";"0";"160";"0";"2";"0.0";"0.6666667";"0";"1";"0.0";"0.75";"0";"2";"0";"0";"0.35742542";"0.13370141";"0.0";"0";"0"
"1193";"pqd_australia";"2";"0";"2";"0";"133";"1";"0";"1.0";"0.6666667";"0";"1";"0.0";"0.90225565";"0";"2";"0";"0";"0.039657257";"0.7684298";"0.0";"0";"0"
"1194";"kallen1918";"1";"0";"1";"0";"90";"1";"0";"1.0";"0.6666667";"0";"0";"0.0";"0.6666667";"0";"0";"1";"0";"0.0112147955";"0.57562715";"0.0";"0";"0"
"1195";"Avicii-06";"1";"0";"1";"0";"132";"1";"0";"1.0";"0.6666667";"0";"0";"0.0";"0.45454544";"0";"0";"1";"0";"0.4545272";"0.0";"0.0";"0";"0"
